year, row, col, elevation, annualDroughtIndex, seasonalDroughtIndex, annualDegreeDaySum, seasonalDegreeDaySum, minimumTemperature, AET, PET, annualPrecipitationSum
169, 2, 2, 890, 0.00936755, 0.00936755, 1247.27, 1161.87, -2.3, 53.0607, 53.5697, 215.8
170, 2, 2, 890, 1.04116e-08, 1.04116e-08, 1455.31, 1337.92, 0.4, 54.5471, 54.5471, 172.16
171, 2, 2, 890, 0.241334, 0.241334, 1564.58, 1440.02, -3.2, 41.8006, 56.4764, 137.22
172, 2, 2, 890, 0.0212314, 0.0247699, 1234.13, 1089.04, -3.5, 50.2312, 51.3033, 146.92
173, 2, 2, 890, 0.0937053, 0.0937053, 1379.45, 1326.42, -5.5, 47.9588, 51.986, 137.42
174, 2, 2, 890, 1.31592e-08, 1.31592e-08, 1410.78, 1313.61, -5.4, 53.9617, 53.9617, 167.27
175, 2, 2, 890, 4.5166e-09, 4.5166e-09, 1370.43, 1275.17, -3.6, 52.9309, 52.9309, 175.95
176, 2, 2, 890, 8.38058e-09, 8.38058e-09, 1391.66, 1316.14, -0.8, 54.5438, 54.5438, 194.22
177, 2, 2, 890, 1.84887e-08, 1.84887e-08, 1548.25, 1309.43, 2.9, 58.5617, 58.5617, 130.06
178, 2, 2, 890, 0.00825424, 0.00825424, 1479.89, 1327.71, -1.4, 56.2582, 56.6224, 132.22
179, 2, 2, 890, 0.262892, 0.262892, 1394.33, 1264.51, -1.4, 46.0778, 54.2571, 106.83
180, 2, 2, 890, 0.110122, 0.132146, 1534.5, 1380.31, 1.5, 52.239, 57.1183, 113.19
181, 2, 2, 890, 0.00602636, 0.00602636, 1338.4, 1249.9, 0.9, 55.4864, 55.7951, 116.14
182, 2, 2, 890, 0.0291111, 0.033963, 1632.63, 1437.24, 0.5, 55.8615, 57.4868, 146.94
183, 2, 2, 890, 0.04058, 0.04058, 1420.46, 1340.47, -1.4, 51.4821, 53.7385, 138.08
184, 2, 2, 890, 0.00190135, 0.00190135, 1212.17, 1105.95, -2.6, 53.3259, 53.4205, 103.97
185, 2, 2, 890, 0.112264, 0.112264, 1516.93, 1335.43, 1.2, 52.0699, 57.1961, 116.86
186, 2, 2, 890, 0.0736875, 0.0736875, 1370.21, 1262.9, -0.7, 51.9843, 54.7145, 120.18
187, 2, 2, 890, 1.32443e-08, 1.32443e-08, 1461.81, 1389.93, -2.6, 54.9319, 54.9319, 154.21
188, 2, 2, 890, 0.0454608, 0.0454608, 1540.82, 1428.16, -0.6, 54.161, 56.8664, 135.58
189, 2, 2, 890, 0.0232558, 0.0232558, 1445.47, 1368.3, -2.8, 52.6746, 53.8115, 165.43
190, 2, 2, 890, 0.0145959, 0.0145959, 1463.93, 1299.51, 2, 57.0011, 57.6602, 159.96
191, 2, 2, 890, 0.226294, 0.271553, 1881.11, 1717.75, -2, 47.1772, 59.686, 90.79
192, 2, 2, 890, 0.0190935, 0.0190935, 1386.31, 1313.36, -1.5, 53.2961, 54.1628, 110.46
193, 2, 2, 890, 0.13047, 0.13047, 1511.7, 1452.01, -3.8, 48.5556, 55.348, 99.95
194, 2, 2, 890, 0.159992, 0.186657, 1739.09, 1604.22, -1.7, 44.0528, 56.634, 147.08
195, 2, 2, 890, 0.0018696, 0.0018696, 1497.83, 1391.95, 1.2, 57.7259, 57.8169, 148.84
196, 2, 2, 890, 0.0292362, 0.0292362, 1403.93, 1298.31, -0.1, 53.7076, 55.0307, 110.51
197, 2, 2, 890, 0.240974, 0.240974, 1579.75, 1489.8, -1.5, 44.7486, 55.8188, 80.93
198, 2, 2, 890, 0.0782609, 0.0782609, 1291.52, 1248.56, -3.3, 47.0407, 52.2413, 90.83
199, 2, 2, 890, 0.107208, 0.122523, 1740.18, 1515.31, -0.2, 54.2432, 59.0941, 118.19
200, 2, 2, 890, 1.11293e-08, 1.12525e-08, 1569.65, 1422.35, -5.1, 56.6091, 56.6091, 171.41
201, 2, 2, 890, 0.0946822, 0.0946822, 1326.47, 1262.05, -2.4, 50.0522, 54.1018, 147.41
202, 2, 2, 890, 0.221688, 0.221688, 1729.23, 1658.09, -4.2, 47.1412, 57.8598, 127.13
203, 2, 2, 890, 3.29427e-09, 4.2355e-09, 1363.19, 1162.96, -1.2, 56.5628, 56.5628, 150.44
204, 2, 2, 890, 0.217804, 0.217804, 1540.34, 1479.34, -0.5, 41.9811, 54.5715, 92.14
205, 2, 2, 890, 0.0698423, 0.0698423, 1449.15, 1380.81, -3.5, 51.1918, 54.5373, 167.44
206, 2, 2, 890, 0.0192156, 0.0192156, 1312.33, 1203.6, -1, 51.7928, 52.6776, 136.04
207, 2, 2, 890, 0.302611, 0.302611, 1336.27, 1289.58, -2.5, 37.3837, 53.2001, 176.4
208, 2, 2, 890, 0.0494306, 0.0564921, 1500.99, 1301.16, -2.8, 54.5802, 56.8368, 95.8
209, 2, 2, 890, 9.69558e-09, 9.69558e-09, 1112.64, 1013.24, -4.9, 52.1823, 52.1823, 155.34
210, 2, 2, 890, 0.0271325, 0.0271325, 1152.94, 1069.83, -2.6, 51.2179, 52.3281, 140.76
211, 2, 2, 890, 7.78317e-09, 7.78317e-09, 1101.86, 1054.49, -10.7, 49.8066, 49.8066, 160.84
212, 2, 2, 890, 8.58468e-09, 1.03016e-08, 1268.59, 1115.25, -0.1, 54.4112, 54.4112, 135.08
213, 2, 2, 890, 1.79275e-08, 1.79275e-08, 1380.8, 1284.41, -2.3, 52.6495, 52.6495, 176.94
214, 2, 2, 890, 0.183788, 0.183788, 1546.37, 1381.33, -1.1, 50.5881, 57.8684, 108.87
215, 2, 2, 890, 1.58786e-08, 1.58786e-08, 1191.4, 1104.25, -1.4, 53.1205, 53.1205, 176.29
216, 2, 2, 890, 1.27144e-08, 1.27144e-08, 1468.2, 1320.49, -0.5, 56.223, 56.223, 192.85
217, 2, 2, 890, 0.121375, 0.121375, 1143.21, 1107.74, -2.8, 44.3251, 49.4529, 141.27
218, 2, 2, 890, 0.0272149, 0.0272149, 1276.77, 1188.89, -6.5, 51.5265, 53.1181, 153.56
219, 2, 2, 890, 0.161939, 0.161939, 1431.3, 1346.26, -0.2, 46.8816, 54.3885, 119.56
220, 2, 2, 890, 1.03356e-08, 1.03356e-08, 1120.99, 1072.51, -5, 50.2548, 50.2548, 222.96
221, 2, 2, 890, 4.1083e-09, 4.1083e-09, 1307.53, 1233.84, -2.3, 52.7049, 52.7049, 188.67
222, 2, 2, 890, 0.104821, 0.104821, 1352.2, 1250.85, -2, 48.4008, 53.2595, 152.09
223, 2, 2, 890, 0.0172031, 0.0172031, 1223.2, 1142.63, -1.9, 51.5788, 52.4573, 182.21
224, 2, 2, 890, 0.148208, 0.148208, 1343.77, 1289.33, -3.8, 47.0225, 52.9056, 156.74
225, 2, 2, 890, 2.89478e-09, 2.89478e-09, 1281.66, 1195.36, -2.7, 50.8006, 50.8006, 210.52
226, 2, 2, 890, 0.163963, 0.163963, 1445.12, 1351.74, -2.9, 47.4518, 54.8868, 105.74
227, 2, 2, 890, 0.0789062, 0.0789062, 1134.12, 975.377, 0, 51.9945, 54.1622, 119.72
228, 2, 2, 890, 0.0678263, 0.0678263, 1340.61, 1276.77, -2.3, 48.2627, 51.3343, 162.61
229, 2, 2, 890, 0.0321234, 0.0321234, 1139.66, 1019.27, 0.5, 51.5325, 52.7305, 173.23
230, 2, 2, 890, 0.0232968, 0.0232968, 1310.08, 1228.56, -0.3, 51.9137, 53.0098, 122.55
231, 2, 2, 890, 0.117637, 0.117637, 1392.56, 1323.64, -0.8, 48.8532, 53.5345, 115.86
232, 2, 2, 890, 2.15621e-08, 2.15621e-08, 1230.31, 1113.02, -0.7, 53.4137, 53.4137, 194
233, 2, 2, 890, 1.55886e-08, 1.55886e-08, 1148.23, 1029.97, -1.2, 52.4196, 52.4196, 174.77
234, 2, 2, 890, 0.0248807, 0.0248807, 1260.59, 1193.79, -3.4, 51.0365, 52.2203, 179.64
235, 2, 2, 890, 0.00887188, 0.00887188, 1102.43, 1041.67, -2, 49.6462, 50.0255, 189.79
236, 2, 2, 890, 0.018706, 0.018706, 1247.27, 1161.87, -2.3, 52.5533, 53.5697, 215.8
237, 2, 2, 890, 1.04116e-08, 1.04116e-08, 1455.31, 1337.92, 0.4, 54.5471, 54.5471, 172.16
238, 2, 2, 890, 0.24646, 0.24646, 1564.58, 1440.02, -3.2, 41.6208, 56.4764, 137.22
239, 2, 2, 890, 0.0284634, 0.0332073, 1234.13, 1089.04, -3.5, 49.866, 51.3033, 146.92
240, 2, 2, 890, 0.0999471, 0.0999471, 1379.45, 1326.42, -5.5, 47.6013, 51.986, 137.42
241, 2, 2, 890, 0.00506739, 0.00506739, 1410.78, 1313.61, -5.4, 53.7502, 53.9617, 167.27
242, 2, 2, 890, 4.5166e-09, 4.5166e-09, 1370.43, 1275.17, -3.6, 52.9309, 52.9309, 175.95
243, 2, 2, 890, 8.38058e-09, 8.38058e-09, 1391.66, 1316.14, -0.8, 54.5438, 54.5438, 194.22
244, 2, 2, 890, 1.84887e-08, 1.84887e-08, 1548.25, 1309.43, 2.9, 58.5617, 58.5617, 130.06
245, 2, 2, 890, 0.0271225, 0.0271225, 1479.89, 1327.71, -1.4, 55.4275, 56.6224, 132.22
246, 2, 2, 890, 0.258464, 0.258464, 1394.33, 1264.51, -1.4, 45.7965, 54.2571, 106.83
247, 2, 2, 890, 0.121489, 0.145786, 1534.5, 1380.31, 1.5, 51.7321, 57.1183, 113.19
248, 2, 2, 890, 0.0112619, 0.0112619, 1338.4, 1249.9, 0.9, 55.2181, 55.7951, 116.14
249, 2, 2, 890, 0.0389295, 0.0454177, 1632.63, 1437.24, 0.5, 55.325, 57.4868, 146.94
250, 2, 2, 890, 0.0290703, 0.0290703, 1420.46, 1340.47, -1.4, 52.1221, 53.7385, 138.08
251, 2, 2, 890, 4.28995e-09, 4.28995e-09, 1212.17, 1105.95, -2.6, 53.4205, 53.4205, 103.97
252, 2, 2, 890, 0.108399, 0.108399, 1516.93, 1335.43, 1.2, 52.4391, 57.1961, 116.86
253, 2, 2, 890, 0.0598273, 0.0598273, 1370.21, 1262.9, -0.7, 52.5248, 54.7145, 120.18
254, 2, 2, 890, 1.32443e-08, 1.32443e-08, 1461.81, 1389.93, -2.6, 54.9319, 54.9319, 154.21
255, 2, 2, 890, 0.0235295, 0.0235295, 1540.82, 1428.16, -0.6, 55.441, 56.8664, 135.58
256, 2, 2, 890, 0.0101647, 0.0101647, 1445.47, 1368.3, -2.8, 53.3146, 53.8115, 165.43
257, 2, 2, 890, 6.62146e-09, 6.62146e-09, 1463.93, 1299.51, 2, 57.6602, 57.6602, 159.96
258, 2, 2, 890, 0.223189, 0.267827, 1881.11, 1717.75, -2, 47.6823, 59.686, 90.79
259, 2, 2, 890, 0.00224453, 0.00224453, 1386.31, 1313.36, -1.5, 54.0609, 54.1628, 110.46
260, 2, 2, 890, 0.129258, 0.129258, 1511.7, 1452.01, -3.8, 48.7689, 55.348, 99.95
261, 2, 2, 890, 0.156401, 0.182467, 1739.09, 1604.22, -1.7, 44.2158, 56.634, 147.08
262, 2, 2, 890, 7.25463e-09, 7.25463e-09, 1497.83, 1391.95, 1.2, 57.8169, 57.8169, 148.84
263, 2, 2, 890, 0.0185001, 0.0185001, 1403.93, 1298.31, -0.1, 54.186, 55.0307, 110.51
264, 2, 2, 890, 0.23876, 0.23876, 1579.75, 1489.8, -1.5, 45.0421, 55.8188, 80.93
265, 2, 2, 890, 0.0698085, 0.0698085, 1291.52, 1248.56, -3.3, 47.4723, 52.2413, 90.83
266, 2, 2, 890, 0.104339, 0.119245, 1740.18, 1515.31, -0.2, 54.4488, 59.0941, 118.19
267, 2, 2, 890, 1.11293e-08, 1.12525e-08, 1569.65, 1422.35, -5.1, 56.6091, 56.6091, 171.41
268, 2, 2, 890, 0.0821489, 0.0821489, 1326.47, 1262.05, -2.4, 50.7046, 54.1018, 147.41
269, 2, 2, 890, 0.214192, 0.214192, 1729.23, 1658.09, -4.2, 47.8138, 57.8598, 127.13
270, 2, 2, 890, 3.29427e-09, 4.2355e-09, 1363.19, 1162.96, -1.2, 56.5628, 56.5628, 150.44
271, 2, 2, 890, 0.213147, 0.213147, 1540.34, 1479.34, -0.5, 42.3101, 54.5715, 92.14
272, 2, 2, 890, 0.0611993, 0.0611993, 1449.15, 1380.81, -3.5, 51.6214, 54.5373, 167.44
273, 2, 2, 890, 0.00955097, 0.00955097, 1312.33, 1203.6, -1, 52.2378, 52.6776, 136.04
274, 2, 2, 890, 0.300505, 0.300505, 1336.27, 1289.58, -2.5, 37.5143, 53.2001, 176.4
275, 2, 2, 890, 0.0501733, 0.0573409, 1500.99, 1301.16, -2.8, 54.8085, 56.8368, 95.8
276, 2, 2, 890, 9.69558e-09, 9.69558e-09, 1112.64, 1013.24, -4.9, 52.1823, 52.1823, 155.34
277, 2, 2, 890, 0.0224042, 0.0224042, 1152.94, 1069.83, -2.6, 51.5484, 52.3281, 140.76
278, 2, 2, 890, 7.78317e-09, 7.78317e-09, 1101.86, 1054.49, -10.7, 49.8066, 49.8066, 160.84
279, 2, 2, 890, 8.58468e-09, 1.03016e-08, 1268.59, 1115.25, -0.1, 54.4112, 54.4112, 135.08
280, 2, 2, 890, 1.79275e-08, 1.79275e-08, 1380.8, 1284.41, -2.3, 52.6495, 52.6495, 176.94
281, 2, 2, 890, 0.206703, 0.206703, 1546.37, 1381.33, -1.1, 50.6626, 57.8684, 108.87
282, 2, 2, 890, 1.58786e-08, 1.58786e-08, 1191.4, 1104.25, -1.4, 53.1205, 53.1205, 176.29
283, 2, 2, 890, 1.27144e-08, 1.27144e-08, 1468.2, 1320.49, -0.5, 56.223, 56.223, 192.85
284, 2, 2, 890, 0.112829, 0.112829, 1143.21, 1107.74, -2.8, 44.6918, 49.4529, 141.27
285, 2, 2, 890, 0.0204007, 0.0204007, 1276.77, 1188.89, -6.5, 51.925, 53.1181, 153.56
286, 2, 2, 890, 0.16216, 0.16216, 1431.3, 1346.26, -0.2, 47.0606, 54.3885, 119.56
287, 2, 2, 890, 1.03356e-08, 1.03356e-08, 1120.99, 1072.51, -5, 50.2548, 50.2548, 222.96
288, 2, 2, 890, 4.1083e-09, 4.1083e-09, 1307.53, 1233.84, -2.3, 52.7049, 52.7049, 188.67
289, 2, 2, 890, 0.108096, 0.108096, 1352.2, 1250.85, -2, 48.6055, 53.2595, 152.09
290, 2, 2, 890, 0.0117772, 0.0117772, 1223.2, 1142.63, -1.9, 51.8559, 52.4573, 182.21
291, 2, 2, 890, 0.140214, 0.140214, 1343.77, 1289.33, -3.8, 47.3983, 52.9056, 156.74
292, 2, 2, 890, 2.89478e-09, 2.89478e-09, 1281.66, 1195.36, -2.7, 50.8006, 50.8006, 210.52
293, 2, 2, 890, 0.152376, 0.152376, 1445.12, 1351.74, -2.9, 47.9767, 54.8868, 105.74
294, 2, 2, 890, 0.0807542, 0.0807542, 1134.12, 975.377, 0, 52.1149, 54.1622, 119.72
295, 2, 2, 890, 0.0629314, 0.0629314, 1340.61, 1276.77, -2.3, 48.523, 51.3343, 162.61
296, 2, 2, 890, 0.0233236, 0.0233236, 1139.66, 1019.27, 0.5, 51.8461, 52.7305, 173.23
297, 2, 2, 890, 0.0170433, 0.0170433, 1310.08, 1228.56, -0.3, 52.2079, 53.0098, 122.55
298, 2, 2, 890, 0.119111, 0.119111, 1392.56, 1323.64, -0.8, 48.9944, 53.5345, 115.86
299, 2, 2, 890, 2.15621e-08, 2.15621e-08, 1230.31, 1113.02, -0.7, 53.4137, 53.4137, 194
300, 2, 2, 890, 1.55886e-08, 1.55886e-08, 1148.23, 1029.97, -1.2, 52.4196, 52.4196, 174.77
301, 2, 2, 890, 0.0194481, 0.0194481, 1260.59, 1193.79, -3.4, 51.295, 52.2203, 179.64
302, 2, 2, 890, 0.0028259, 0.0028259, 1102.43, 1041.67, -2, 49.9047, 50.0255, 189.79
303, 2, 2, 890, 0.0139491, 0.0139491, 1247.27, 1161.87, -2.3, 52.8118, 53.5697, 215.8
304, 2, 2, 890, 1.04116e-08, 1.04116e-08, 1455.31, 1337.92, 0.4, 54.5471, 54.5471, 172.16
305, 2, 2, 890, 0.243297, 0.243297, 1564.58, 1440.02, -3.2, 41.7345, 56.4764, 137.22
306, 2, 2, 890, 0.0240803, 0.0280937, 1234.13, 1089.04, -3.5, 50.0873, 51.3033, 146.92
307, 2, 2, 890, 0.0960121, 0.0960121, 1379.45, 1326.42, -5.5, 47.8247, 51.986, 137.42
308, 2, 2, 890, 1.31592e-08, 1.31592e-08, 1410.78, 1313.61, -5.4, 53.9617, 53.9617, 167.27
309, 2, 2, 890, 4.5166e-09, 4.5166e-09, 1370.43, 1275.17, -3.6, 52.9309, 52.9309, 175.95
310, 2, 2, 890, 8.38058e-09, 8.38058e-09, 1391.66, 1316.14, -0.8, 54.5438, 54.5438, 194.22
311, 2, 2, 890, 1.84887e-08, 1.84887e-08, 1548.25, 1309.43, 2.9, 58.5617, 58.5617, 130.06
312, 2, 2, 890, 3.39651e-09, 3.39651e-09, 1479.89, 1327.71, -1.4, 56.6224, 56.6224, 132.22
313, 2, 2, 890, 0.281899, 0.281899, 1394.33, 1264.51, -1.4, 46.1607, 54.2571, 106.83
314, 2, 2, 890, 0.0719544, 0.0863452, 1534.5, 1380.31, 1.5, 53.932, 57.1183, 113.19
315, 2, 2, 890, 7.98486e-09, 7.98486e-09, 1338.4, 1249.9, 0.9, 55.7951, 55.7951, 116.14
316, 2, 2, 890, 0.00333054, 0.00388563, 1632.63, 1437.24, 0.5, 57.2958, 57.4868, 146.94
317, 2, 2, 890, 0.022788, 0.022788, 1420.46, 1340.47, -1.4, 52.4714, 53.7385, 138.08
318, 2, 2, 890, 4.28995e-09, 4.28995e-09, 1212.17, 1105.95, -2.6, 53.4205, 53.4205, 103.97
319, 2, 2, 890, 0.107441, 0.107441, 1516.93, 1335.43, 1.2, 52.5974, 57.1961, 116.86
320, 2, 2, 890, 0.0654595, 0.0654595, 1370.21, 1262.9, -0.7, 52.3187, 54.7145, 120.18
321, 2, 2, 890, 1.32443e-08, 1.32443e-08, 1461.81, 1389.93, -2.6, 54.9319, 54.9319, 154.21
322, 2, 2, 890, 0.0373511, 0.0373511, 1540.82, 1428.16, -0.6, 54.6343, 56.8664, 135.58
323, 2, 2, 890, 0.018415, 0.018415, 1445.47, 1368.3, -2.8, 52.9113, 53.8115, 165.43
324, 2, 2, 890, 0.00616539, 0.00616539, 1463.93, 1299.51, 2, 57.3818, 57.6602, 159.96
325, 2, 2, 890, 0.22433, 0.269196, 1881.11, 1717.75, -2, 47.4418, 59.686, 90.79
326, 2, 2, 890, 0.0109124, 0.0109124, 1386.31, 1313.36, -1.5, 53.6675, 54.1628, 110.46
327, 2, 2, 890, 0.129423, 0.129423, 1511.7, 1452.01, -3.8, 48.7236, 55.348, 99.95
328, 2, 2, 890, 0.157189, 0.183388, 1739.09, 1604.22, -1.7, 44.1826, 56.634, 147.08
329, 2, 2, 890, 7.25463e-09, 7.25463e-09, 1497.83, 1391.95, 1.2, 57.8169, 57.8169, 148.84
330, 2, 2, 890, 0.0319317, 0.0319317, 1403.93, 1298.31, -0.1, 53.5936, 55.0307, 110.51
331, 2, 2, 890, 0.241633, 0.241633, 1579.75, 1489.8, -1.5, 44.6793, 55.8188, 80.93
332, 2, 2, 890, 0.0801429, 0.0801429, 1291.52, 1248.56, -3.3, 46.9426, 52.2413, 90.83
333, 2, 2, 890, 0.107937, 0.123357, 1740.18, 1515.31, -0.2, 54.1956, 59.0941, 118.19
334, 2, 2, 890, 0.000454517, 0.000530268, 1569.65, 1422.35, -5.1, 56.5875, 56.6091, 171.41
335, 2, 2, 890, 0.0953313, 0.0953313, 1326.47, 1262.05, -2.4, 50.0195, 54.1018, 147.41
336, 2, 2, 890, 0.222102, 0.222102, 1729.23, 1658.09, -4.2, 47.1061, 57.8598, 127.13
337, 2, 2, 890, 3.29427e-09, 4.2355e-09, 1363.19, 1162.96, -1.2, 56.5628, 56.5628, 150.44
338, 2, 2, 890, 0.218101, 0.218101, 1540.34, 1479.34, -0.5, 41.9603, 54.5715, 92.14
